,Year,epiweek,Total_Rain,Total_Precip,Total_Snow,Outbreak,Salinity,Temperature,PAR,outbreak,WSPD,GSPD,V_east,V_north,WDIR,NVcount
668,2015,39,0,0,0,0,27.1,13.74,29.92,0,3.74,4.54,-2.4,1.62,-55.98,0
669,2015,40,4.72,4.72,0,0,27.67,13.59,13.43,0,4.77,5.81,2.39,-1.59,123.63,1
670,2015,41,1.79,1.79,0,0,27.94,12.01,16.62,0,3.92,4.77,-1.02,0.82,-51.2,0
671,2015,42,0.92,0.92,0,0,27.54,12.74,13.63,0,3.23,3.96,-0.42,0.42,-45,0
672,2015,43,8.24,8.24,0,0,28.01,12.21,11.74,0,4.33,5.3,2.01,-1.29,122.69,1
673,2015,44,7.24,7.24,0,0,28.14,11.07,8.37,0,5.61,6.82,1.8,-0.16,95.08,0
674,2015,45,6.41,6.41,0,0,28.41,10.63,7.56,0,5.49,6.78,1.13,-0.09,94.55,2
675,2015,46,3.86,3.86,0,0,27.19,9.71,8.81,0,6.43,7.96,-0.64,2.49,-14.41,0
676,2015,47,1.18,1.18,0,0,27.46,9,8.81,0,3.17,4.1,-1.63,1.93,-40.18,2
677,2015,48,16.15,16.15,0,0,27.8,9.52,3.5,0,7.01,8.76,4.99,-2.93,120.42,5
678,2015,49,16.01,16.01,0,0,26.27,9.87,3.47,0,8.91,10.99,7.12,-3.75,117.78,1
679,2015,50,5.34,5.42,0.08,0,27.26,8.76,4.71,0,6.38,7.92,0.62,-0.07,96.44,3
680,2015,51,4.04,4.11,0.06,0,27.85,8.69,3.91,0,6.42,7.91,1.64,-0.3,100.37,1
681,2015,52,1.61,1.61,0,0,26.9,8,6.09,0,4.23,5.47,1.5,0.83,61.04,2
682,2015,53,4,4.03,0.04,0,26.62,7.81,3.77,0,2.66,3.58,0.9,0.12,82.41,NA
683,2016,1,0.52,0.92,0.4,0,26.74,6.85,5.79,0,2.74,3.63,-1.56,1.55,-45.18,7
684,2016,2,9.01,9.01,0,0,28.06,7.91,5.18,0,4.95,6.09,3.11,-1.24,111.74,8
685,2016,3,8.46,8.46,0,0,27.77,8.95,4.78,0,6.48,7.88,3.83,-1.34,109.28,3
686,2016,4,11.1,11.1,0,0,26.61,8.57,5.46,0,6.11,7.47,4.24,-2.69,122.39,3
687,2016,5,6.49,6.49,0,0,25.92,8.09,6.99,0,5.56,6.83,3.64,-1.47,111.99,2
688,2016,6,5.43,5.43,0,0,26.03,8.26,9.13,0,3.95,4.91,1.83,-1.15,122.15,4
689,2016,7,7.62,7.62,0,0,26.27,8.67,9.07,0,5.73,7.02,4.07,-2.38,120.32,4
690,2016,8,1.47,1.47,0,0,25.47,8.2,15.93,0,2.88,3.6,0.49,-0.08,99.27,3
691,2016,9,14.18,14.18,0,0,26.06,8.92,11.96,0,7.91,9.7,6.23,-3.78,121.25,5
692,2016,10,12.84,12.84,0,0,24.83,9.12,12.57,0,7.58,9.29,5.24,-4.22,128.85,2
693,2016,11,2.84,2.84,0,0,25.85,8.78,22.18,0,4.47,5.53,0.88,-0.39,113.9,2
694,2016,12,4.21,4.21,0,0,26.25,9.22,20.46,0,4.24,5.26,2.58,-1.44,119.17,0
695,2016,13,0.23,0.23,0,0,26.15,10.18,37.4,0,3.5,4.27,-1.6,1.28,-51.34,1
696,2016,14,0.89,0.89,0,0,26.57,10.28,33.56,0,4.61,5.61,0.35,-0.26,126.61,1
697,2016,15,1.21,1.21,0,0,26.75,10.35,29.4,0,6.12,7.35,3.75,-3.26,131,1
698,2016,16,1.16,1.16,0,0,25.26,12.38,33.07,0,3.36,4.05,-0.26,-0.05,-100.89,1
699,2016,17,0.29,0.29,0,0,25.91,12.09,45.93,0,5.07,6.13,-2.56,1.22,-64.52,2
700,2016,18,0.64,0.64,0,0,25.85,13.75,48.99,0,5.03,6,-3.44,2.22,-57.16,3
701,2016,19,0.02,0.02,0,0,26.81,13.76,53.36,0,3.95,4.84,-2.49,1.62,-56.95,4
702,2016,20,0.78,0.78,0,0,25.87,14.49,44.83,0,4.25,5.13,-0.37,-0.07,-100.71,1
703,2016,21,2.61,2.61,0,0,25.46,14.66,43.4,0,4.46,5.5,0.63,-0.09,98.13,1
704,2016,22,0.72,0.72,0,0,23.88,15.64,48.21,0,4.08,4.96,-0.02,-0.27,-175.76,2
705,2016,23,0.96,0.96,0,0,24.11,16.71,50.14,0,4.46,5.46,-0.95,0.84,-48.52,0
706,2016,24,3.85,3.85,0,0,25.31,15.86,44.9,0,3.81,4.84,0.1,-0.05,116.57,2
707,2016,25,2.96,2.96,0,0,25.6,15.42,43.48,0,3.96,4.83,1.1,-0.86,128.02,0
708,2016,26,0.3,0.3,0,0,24.52,16.97,56.61,0,4.39,5.22,-0.02,-0.28,-175.91,0
709,2016,27,2.78,2.78,0,0,25.34,16.6,44.95,0,5.71,6.9,1.03,-0.9,131.15,3
710,2016,28,0.95,0.95,0,0,24.8,16.67,48.81,0,4.2,5.05,-0.8,0.53,-56.48,1
711,2016,29,0.45,0.45,0,0,24.45,17.98,52.24,0,3.39,4.14,0.55,-0.11,101.31,1
712,2016,30,0,0,0,0,24.1,19.68,56.51,0,5.7,6.82,-3.03,2.89,-46.35,0
713,2016,31,1.29,1.29,0,0,25.73,18.09,43.4,0,3.39,4.14,-1.26,0.78,-58.24,0
714,2016,32,0.62,0.62,0,0,26.42,18.03,41.12,0,3.88,4.61,-2.21,1.34,-58.77,0
715,2016,33,0,0,0,0,26.51,19.19,50.1,0,5.57,6.54,-3.97,2.81,-54.71,0
716,2016,34,0.09,0.09,0,0,27.22,17.77,45.69,0,4.74,5.71,-3.11,2.31,-53.4,0
717,2016,35,3.6,3.6,0,0,27.66,14.78,27.86,0,4.67,5.66,3.04,-2.08,124.38,1
718,2016,36,1.11,1.11,0,0,27.17,14.44,29.91,0,3.86,4.67,0.56,-0.6,136.97,0
719,2016,37,2,2,0,0,26.97,15.79,32.01,0,4.44,5.3,-1.4,0.94,-56.12,0
720,2016,38,3.2,3.2,0,0,28.03,13.86,25.72,0,4.78,5.81,0.37,0.11,73.44,1
721,2016,39,1.78,1.78,0,0,27.81,14,22.66,0,4.69,5.66,-1.31,1.3,-45.22,0
722,2016,40,14.46,14.46,0,0,28.05,12.35,16.64,0,5.57,6.82,2.41,-1.06,113.74,2
723,2016,41,17.42,17.42,0,0,27.33,11.7,16.02,0,5.68,7,1.72,-0.41,103.41,0
724,2016,42,6.81,6.81,0,0,27.23,11.19,8.13,0,6.79,8.32,5.45,-2.99,118.75,1
725,2016,43,6.56,6.56,0,0,26.68,11.24,5.62,0,5.86,7.22,4.07,-1.87,114.68,0
726,2016,44,13.08,13.08,0,0,25.56,10.91,5.34,0,7.65,9.28,5.3,-3.28,121.75,1
727,2016,45,6.77,6.77,0,0,24.66,11.16,6.25,0,6.43,7.84,4.71,-3.05,122.93,0
728,2016,46,6.68,6.68,0,0.14,25.42,10.39,4.87,0.14,5.25,6.53,3.73,-1.34,109.76,5
729,2016,47,14.58,14.58,0,1,25.35,10.13,4.2,1,7.44,9.17,4.56,-3.2,125.06,1
730,2016,48,4.72,4.72,0,0.57,24.95,9.24,4.11,0.57,6.54,7.98,2.51,0.09,87.95,1
731,2016,49,2.46,4.42,1.96,0.71,25.09,8.15,5.35,0.71,5.58,7.23,1.49,0.94,57.75,2
732,2016,50,1.04,1.76,0.73,1,25.48,7.55,6.31,1,4.33,5.63,-0.34,1.3,-14.66,2
733,2016,51,5.5,5.56,0.06,1,25.38,8.2,5.01,1,7.28,8.96,3.38,-1.42,112.79,5
734,2016,52,2.96,2.98,0.03,0.78,26.55,7.44,4.66,0.78,5.32,6.72,2.22,-0.38,99.71,6
735,2017,1,0.11,0.17,0.06,0.88,26.83,7.04,7.25,0.88,5.26,6.76,1.14,0.78,55.62,7
736,2017,2,1.27,1.54,0.27,1,27.17,7.24,6.96,1,3.51,4.57,-0.34,0.4,-40.36,1
737,2017,3,9.14,9.14,0,1,26.45,7.84,5.66,1,6.92,8.5,5.19,-2.74,117.83,12
738,2017,4,0.61,0.61,0,1,26.53,7.81,7.63,1,4.44,5.41,2.53,-1.25,116.29,5
739,2017,5,1.23,5.1,3.88,1,27.48,7.42,9.69,1,5.2,6.49,-0.53,1.29,-22.34,5
740,2017,6,3.57,7.58,4.01,1,26.88,6.85,6.18,1,5.14,6.45,1.08,-0.17,98.95,6
741,2017,7,7.65,7.65,0,1,26.05,7.53,11,1,5.47,6.64,2.41,-1.65,124.4,4
742,2017,8,2.43,2.94,0.51,1,26.39,7.62,17.66,1,4.41,5.4,-0.87,1.3,-33.79,4
743,2017,9,1.63,2.23,0.6,1,27.3,7.55,15.54,1,5.82,7.18,1.66,-0.85,117.11,0
744,2017,10,3.52,4.49,0.98,1,27.46,7.84,14.79,1,4.67,5.9,1.5,-0.52,109.12,2
745,2017,11,6.48,6.48,0,1,27.02,8.13,17.51,1,6.53,7.94,4,-2.46,121.59,2
746,2017,12,3.97,3.97,0,1,26.51,7.9,21.09,1,5.81,7.17,2.53,-2.45,134.08,2
747,2017,13,6.5,6.5,0,0.14,27.31,8.48,21.73,0.14,7.1,8.61,4.5,-2.08,114.81,0
748,2017,14,7.01,7.01,0,0,26.41,8.53,23.08,0,6.66,8.15,2.71,-1.72,122.4,0
749,2017,15,4.6,4.6,0,0,25.8,8.83,30.94,0,5.8,7.05,3.44,-2.12,121.64,0
750,2017,16,3.9,3.9,0,0,26.06,9.78,29.06,0,4.41,5.38,2.16,-0.95,113.74,1
751,2017,17,2.13,2.13,0,0,25.13,10.65,36.08,0,5.63,6.81,1.65,-1.22,126.48,3
752,2017,18,2.06,2.06,0,0,25.15,10.92,39.53,0,4.37,5.33,1.06,-1.06,135,0
753,2017,19,2.9,2.9,0,0,24.14,12.26,36.93,0,4.12,5.01,0.68,-0.5,126.33,1
754,2017,20,2.44,2.44,0,0,25.57,11.43,44.23,0,3.94,4.71,0.79,-1.42,150.91,2
755,2017,21,0,0,0,0,21.59,14.71,55.85,0,4.22,5.1,-2.85,1.97,-55.35,3
756,2017,22,0.89,0.89,0,0,24.75,13.79,42.23,0,4.79,5.75,2.54,-2.47,134.2,1
757,2017,23,1.95,1.95,0,0,20.54,14.94,51.68,0,3.36,4.16,0.79,-1.09,144.07,1
758,2017,24,2.92,2.92,0,0,17.45,15.26,42.9,0,5.56,6.72,1.21,-0.98,129,2
759,2017,25,0.42,0.42,0,0,20.49,14.97,51.26,0,4.85,5.78,-2.13,1.29,-58.8,1
760,2017,26,0,0,0,0,21.85,16.9,61.36,0,4.37,5.28,-2.13,1.79,-49.96,1
761,2017,27,0.01,0.01,0,0,22.57,17.9,60.74,0,3.74,4.52,-0.64,0.22,-71.03,0
762,2017,28,0,0,0,0,22.57,18.02,50.02,0,4.21,5.13,-0.67,0.9,-36.67,2
763,2017,29,0.54,0.54,0,0,22.16,17.69,44.9,0,4.16,5.07,-0.5,0.42,-49.97,1
764,2017,30,0.09,0.09,0,0,23.75,17.45,55.92,0,4.34,5.2,-1.82,2.66,-34.38,4
765,2017,31,0,0,0,0,24.41,18.73,52.04,0,4.68,5.47,-2.55,3.57,-35.54,0
766,2017,32,0.37,0.37,0,0,24.52,19.3,48.16,0,3.22,3.9,-1.75,1.28,-53.82,2
767,2017,33,0.09,0.09,0,0,25.92,16.53,46.51,0,4.22,5.17,-0.79,1.36,-30.15,2
768,2017,34,0.04,0.04,0,0,25.22,17.8,43.96,0,2.92,3.55,-1.76,1.39,-51.7,1
769,2017,35,0.04,0.04,0,0,26.53,18.08,41.33,0,3.44,4.16,-0.58,0.78,-36.63,0
770,2017,36,1.12,1.12,0,0,27.11,18.66,29.38,0,3.47,4.22,-0.69,0.72,-43.78,0
771,2017,37,0.04,0.04,0,0,27.46,15.24,34.1,0,4.51,5.35,-1.55,1.34,-49.16,0
772,2017,38,3.31,3.31,0,0,27.82,13.91,26.9,0,3.37,4.24,-0.38,0.09,-76.68,1
773,2017,39,2.02,2.02,0,0,27.94,13.82,24.39,0,2.21,2.82,0.16,-0.42,159.15,0
774,2017,40,0.91,0.91,0,0,27.72,13.63,25.31,0,3.93,4.74,-2.13,1.52,-54.49,3
775,2017,41,2.44,2.44,0,0,28.09,12.37,19.73,0,4.28,5.29,-1.08,1.18,-42.47,0
776,2017,42,14.14,14.14,0,0,28.41,10.99,9.28,0,7.31,9.07,4.55,-3.32,126.12,1
777,2017,43,0.3,0.3,0,0,28.08,10.63,16.31,0,3.48,4.35,-0.01,-0.08,-172.87,1
778,2017,44,2.63,3.08,0.45,0,27.72,10.52,12.97,0,3.64,4.68,-1.2,0.99,-50.48,0
779,2017,45,2.11,2.11,0,0,28.22,9.71,9.08,0,4.29,5.37,1.27,-0.88,124.72,1
780,2017,46,17.29,17.29,0,0,27.63,9.65,3.8,0,7.96,9.81,5.49,-4.15,127.09,1
781,2017,47,14.53,14.53,0,0,26.58,9.42,3.92,0,7.28,8.96,5.33,-2.95,118.96,2
782,2017,48,6.41,6.41,0,0,26.64,8.94,3.68,0,7.24,8.9,5.17,-3.06,120.62,4
783,2017,49,0.05,0.05,0,0,25.14,7.87,5.94,0,2.78,3.73,-1.53,1.45,-46.54,3
784,2017,50,1.23,1.23,0,0,26.88,8.05,6.63,0,2.86,3.62,-0.94,0.55,-59.67,1
785,2017,51,5.51,6.2,0.68,0,26.98,7.9,4.98,0,4.8,5.97,-0.46,1.13,-22.15,1
786,2017,52,4.13,5.13,1,0,27.04,7.33,3.1,0,4.18,5.29,0.64,0.43,56.1,1
787,2018,1,2.13,2.13,0,0,27.83,7.24,5.16,0,3.59,4.58,-1.58,1.56,-45.36,8
788,2018,2,8.26,8.26,0,0,27.2,8.04,3.2,0,4.94,6,2.51,-0.5,101.27,5
789,2018,3,13.97,13.97,0,0,26.25,8.44,4.63,0,7.24,9.03,5.1,-3.35,123.3,5
790,2018,4,11.22,11.53,0.31,0,26.63,8.41,7.38,0,7.93,9.81,5.06,-3.68,126.03,1
791,2018,5,13.73,13.73,0,0,26.24,8.03,4.57,0,5.56,6.83,3.98,-1.43,109.76,3
792,2018,6,1.16,1.16,0,0,27.15,8.1,11.32,0,4.41,5.39,-0.01,0.61,-0.94,1
793,2018,7,3.28,4.11,0.83,0,27.32,7.57,16.07,0,4.57,5.68,1.04,0.52,63.43,1
794,2018,8,0.46,1.31,0.85,0,27.56,6.76,16.22,0,5.38,6.95,0.44,0.89,26.31,1
795,2018,9,3.11,3.13,0.02,0,27.63,7.37,18.95,0,5.25,6.49,1.84,-0.3,99.26,3
796,2018,10,2.55,2.55,0,0,27.6,7.33,20.95,0,2.7,3.42,-0.2,0.48,-22.62,4
797,2018,11,1,1,0,0.14,27.74,8.06,26.68,0.14,3.42,4.16,-0.11,0.28,-21.45,4
798,2018,12,2.2,2.2,0,1,28.26,8.38,25.32,1,4.33,5.36,2.05,-1.52,126.56,7
799,2018,13,1.77,1.77,0,1,28.24,8.75,25.93,1,5.24,6.39,1.83,-0.5,105.28,5
800,2018,14,8.03,8.03,0,1,28.31,8.64,24.01,1,5.78,7.01,2.21,-0.68,107.1,6
801,2018,15,5.02,5.02,0,1,27.88,8.88,27.9,1,6.53,8,4.82,-3.07,122.49,2
802,2018,16,2.74,2.74,0,0.43,26.9,9.21,33,0.43,4.12,5.05,0.41,-0.22,118.22,3
803,2018,17,1.39,1.39,0,0,28.06,10.91,43.81,0,4.01,4.77,-1.65,0.67,-67.9,0
804,2018,18,0.25,0.25,0,0,28.29,11.54,42.8,0,3.53,4.27,-0.29,-0.04,-97.85,0
805,2018,19,0.92,0.92,0,0,27.27,13.47,51.51,0,4.32,5.2,-1.26,0.37,-73.64,1
806,2018,20,0.09,0.09,0,0,27.25,14.43,55.76,0,3.45,4.12,0.12,-0.42,164.05,2
807,2018,21,0,0,0,0,24.76,15.7,50.86,0,3.31,4.02,-0.09,-0.02,-102.53,1
808,2018,22,0.7,0.7,0,0,22.78,15.99,51.76,0,5.35,6.46,-0.15,0.04,-75.07,2
809,2018,23,2.17,2.17,0,0,26.4,13.96,36.17,0,5.03,6.09,2.71,-2.06,127.24,3
810,2018,24,2.13,2.13,0,0,23.31,14.54,48.19,0,4.35,5.36,-1.23,0.92,-53.2,2
811,2018,25,0.02,0.02,0,0,25.22,15.69,57.63,0,4.14,4.92,-0.34,-0.3,-131.42,0
812,2018,26,3.7,3.7,0,0,23.94,16.13,38.62,0,4.17,5.07,-0.77,0.18,-76.84,2
813,2018,27,0.22,0.22,0,0,25.25,16.04,52.9,0,4.92,5.94,-1.19,0.78,-56.76,0
814,2018,28,1.13,1.13,0,0,25.07,17.34,55.79,0,5,5.96,-3.08,2.01,-56.87,0
815,2018,29,0.01,0.01,0,0,26.81,17.43,59.6,0,4.94,5.88,-2.75,1.8,-56.79,0
816,2018,30,0,0,0,0,26.84,19.44,58.8,0,3.71,4.38,-2.38,1.13,-64.6,0
817,2018,31,0.01,0.01,0,0,27.93,17.7,54.06,0,3.3,3.98,1.15,-1.57,143.78,0
818,2018,32,0.66,0.66,0,0,25.66,18.84,51.67,0,3.2,3.86,-0.05,-0.17,-163.61,0
819,2018,33,0.06,0.06,0,0,26.28,18.89,48.18,0,4.45,5.31,-2.81,1.96,-55.1,1
820,2018,34,0.24,0.24,0,0,27.01,18.62,40.16,0,3.76,4.52,-1.78,1.32,-53.44,0
821,2018,35,0.19,0.19,0,0,27.55,17.15,42.83,0,2.84,3.55,-0.71,0.23,-72.05,0
822,2018,36,1.45,1.45,0,0,27.34,16.9,33.44,0,4.54,5.44,-0.53,0.24,-65.64,0
823,2018,37,10.8,10.8,0,0,29.02,12.42,23.71,0,4.86,5.85,3.6,-1.97,118.69,0
824,2018,38,8.11,8.11,0,0,27.99,12.96,20.78,0,4.7,5.69,1.65,-0.06,92.08,0
825,2018,39,0.62,0.62,0,0,27.74,13.31,29.65,0,3.81,4.58,-2.92,1.29,-66.17,0
826,2018,40,3.64,3.64,0,0,28.4,12.34,20.85,0,5.37,6.54,0.39,1.18,18.29,0
827,2018,41,2,2,0,0,28.32,12.16,21.1,0,3.29,4.02,-1.07,0.89,-50.25,0
828,2018,42,0,0,0,0,28.2,12.16,23.43,0,1.94,2.41,-1.24,0.75,-58.83,0
829,2018,43,5.19,5.19,0,0,28.84,11.37,13.67,0,4.69,5.73,2.06,-0.98,115.44,1
830,2018,44,9.04,9.04,0,0,29.35,10.26,7.07,0,5.72,6.91,3.86,-1.77,114.63,0
831,2018,45,1.02,1.02,0,0,28.41,10.59,11.93,0,3.68,4.61,-0.3,0.52,-29.98,1
832,2018,46,3.98,3.98,0,0,28.31,9.97,9.32,0,4.42,5.46,1.27,0.17,82.38,0
833,2018,47,3.86,3.86,0,0,27.78,9.46,5.39,0,4.93,6.17,2.9,-1.45,116.57,0
834,2018,48,11.85,11.85,0,0,27.76,9.45,5.01,0,5.51,6.73,2.98,-0.88,106.45,0
835,2018,49,1.22,1.22,0,0,27.51,8.25,8.52,0,3.31,4.25,0.06,0.88,3.9,1
836,2018,50,13.61,13.61,0,0,28.63,9.08,1.57,0,8.99,11,6.53,-2.61,111.79,2
837,2018,51,14.79,14.79,0,0,25.32,8.63,3.15,0,8.61,10.63,5.97,-2.93,116.14,2
838,2018,52,9.67,9.68,0,0,27.01,8.09,3.62,0,6.75,8.25,4.31,-0.63,98.32,3
839,2019,1,15.06,15.07,0.01,0,28.06,8.32,2.93,0,7.33,8.94,6.36,-2.49,111.38,7
840,2019,2,5,5.26,0.26,0,27.45,8.1,4.61,0,5.53,6.86,3.09,-1.56,116.79,6
841,2019,3,4.2,4.2,0,0,26.19,7.49,6.96,0,4.12,5.29,1.38,-0.81,120.41,3
842,2019,4,3.91,3.91,0,0,27.56,7.88,7.29,0,4.39,5.37,1.17,0.56,64.42,6
843,2019,5,1.85,1.96,0.11,0,27.65,7.64,8.39,0,3.6,4.52,-0.27,0.4,-34.02,11
844,2019,6,0.08,1.04,0.95,0,28.31,6.93,12.82,0,5.02,6.63,-0.92,1.49,-31.69,0
845,2019,7,1.02,6.4,5.38,0,28.41,6.71,8.84,0,4.42,5.65,0.46,0.27,59.59,5
846,2019,8,2.12,2.14,0.02,0,28.27,6.44,17.3,0,5.14,6.29,-0.18,1.02,-10.01,3
847,2019,9,0.07,0.07,0,0,28.56,6.78,22.88,0,3.99,5.04,-1.35,1.27,-46.75,9
848,2019,10,0.09,0.2,0.11,0,28.8,6.92,25.57,0,3.85,4.81,-0.13,0.61,-12.03,5
849,2019,11,0.93,0.93,0,0,29.12,7.57,20.81,0,5.21,6.3,1.86,-0.33,100.06,6
850,2019,12,0.11,0.11,0,0,29.14,8.72,35.02,0,3.09,3.73,-0.37,-0.09,-103.67,9
851,2019,13,0.5,0.5,0,0,28.91,9.23,35.44,0,3.28,3.95,-0.47,0.39,-50.31,13
852,2019,14,4.25,4.25,0,0,28.87,10.11,27.4,0,4.96,6.04,1.58,-1.13,125.57,4
853,2019,15,3.51,3.51,0,0,28.5,9.39,32.46,0,5.34,6.5,1.44,-0.67,114.95,1
854,2019,16,3.51,3.51,0,0,28.95,9.55,29.3,0,5.42,6.56,1.33,-0.35,104.74,2
855,2019,17,0.71,0.71,0,0,28.12,10.03,40.56,0,6.33,7.64,-1.5,1.21,-51.11,3
856,2019,18,0,0,0,0,28.84,11.38,51.58,0,4.17,5.02,-1.83,0.99,-61.59,3
857,2019,19,0,0,0,0,28.65,13.04,55.24,0,5.5,6.56,-3.89,2.67,-55.54,5
858,2019,20,1.93,1.93,0,0,29.14,13.3,43.65,0,4.13,5,0.92,-0.78,130.29,2
859,2019,21,1.24,1.24,0,0,28.21,13.16,50.46,0,5.47,6.56,-2.16,1.89,-48.81,0
860,2019,22,0,0,0,0,28.38,14.79,61.21,0,3.43,4.1,0.53,-0.41,127.72,0
861,2019,23,0.58,0.58,0,0,26.81,15.23,52.99,0,4.88,5.95,0.09,-0.29,162.76,1
862,2019,24,0.1,0.1,0,0,22.01,17.34,56.18,0,4.25,5.12,-1.94,1.1,-60.45,0
863,2019,25,0.24,0.24,0,0,25.86,17.27,58.52,0,5.52,6.65,-1.52,1.13,-53.37,0
864,2019,26,2.71,2.71,0,0,27.6,15.94,47.57,0,3.74,4.55,0.5,-0.26,117.47,0
865,2019,27,0.8,0.8,0,0,26.67,15.82,46.84,0,4.43,5.22,2.27,-1.93,130.37,0
866,2019,28,2.81,2.81,0,0,27.67,16.13,45.66,0,3.73,4.42,2.9,-1.54,117.97,1
867,2019,29,1.51,1.51,0,0,25.01,17.54,52.16,0,4.67,5.64,-0.81,-0.19,-103.2,0
868,2019,30,0.34,0.34,0,0,26.11,18.17,51.67,0,3.79,4.61,0.08,-0.46,170.13,1
869,2019,31,2.85,2.85,0,0,25.94,18.59,50.47,0,5.23,6.25,-0.85,0.1,-83.29,0
870,2019,32,0.63,0.63,0,0,25.64,19.18,47.89,0,4.58,5.41,0.81,-1.57,152.71,0
871,2019,33,0.24,0.24,0,0,24.79,17.7,45.06,0,3.42,4.13,-0.12,-0.04,-108.43,1
872,2019,34,0.95,0.95,0,0,26.66,16.75,41.61,0,4.81,5.76,2.15,-1.58,126.31,0
873,2019,35,0.02,0.02,0,0,26.45,17.52,40.32,0,4.94,5.91,-2.17,0.26,-83.17,0
874,2019,36,0.82,0.82,0,0,26.99,16.41,38.8,0,3.58,4.32,-1.01,-0.07,-93.96,0
875,2019,37,5.26,5.26,0,0,28.22,15.08,21.99,0,5.22,6.21,4.51,-2.16,115.59,0
876,2019,38,6.18,6.18,0,0,27.94,12.99,24.86,0,4.63,5.63,2.4,-1.07,114.03,2
877,2019,39,3.18,3.18,0,0,27.03,13.91,21.02,0,6.33,7.66,-0.82,1.05,-37.99,0
878,2019,40,1.61,1.61,0,0,27.89,13.08,22.54,0,4.01,5.04,2.36,-0.24,95.81,1
879,2019,41,1.99,1.99,0,0,27.6,11.89,19.33,0,4.32,5.4,-0.66,1.05,-32.15,0
880,2019,42,6.75,6.75,0,0,27.99,11.58,10.5,0,6.28,7.64,2.89,-1.72,120.76,0
881,2019,43,4.94,4.94,0,0,27.83,11.16,12.92,0,6.08,7.41,0.14,0.78,10.18,0
882,2019,44,0,0,0,0,28.09,10.45,17.94,0,3.1,3.85,-0.83,0.97,-40.55,0
883,2019,45,0.9,0.9,0,0,27.61,10.16,8.56,0,2.6,3.24,-0.16,0.3,-28.07,1
884,2019,46,8.85,8.85,0,0,28.47,10.24,6.78,0,3.19,3.9,1.53,-0.68,113.96,1
885,2019,47,2.66,2.66,0,0,28.23,9.8,8.62,0,4.82,5.92,0.95,0.21,77.54,0
886,2019,48,0.56,0.56,0,0,28.68,9.03,10.15,0,4.8,6.11,-1.84,2.57,-35.6,1
887,2019,49,2.14,2.14,0,0,28.59,8.51,3.93,0,3.59,4.52,-0.63,0.78,-38.93,1
888,2019,50,4.92,4.92,0,0,28.8,8.87,4.01,0,4.42,5.37,2.93,-0.88,106.72,2
889,2019,51,8.95,8.95,0,0,28.51,8.94,2.77,0,7.73,9.44,5.86,-2,108.84,0
890,2019,52,2.47,2.47,0,0,28.09,8.21,3.68,0,6.49,7.91,4.12,-1.02,103.91,2