"","Year","epiweek","Outbreak","rain11","salinity9","temperature1","temperature6","par6","wspd7","wdir6","wdir7","NVcount"
"658",2015,40,0,1.14,27.09,13.74,17.79,38.92,"5.23","117.36","-48.83","4"
"659",2015,41,0,0.75,26.92,13.59,12.48,24.33,"3.79","133.38999999999999","117.36","2"
"660",2015,42,0,1.12,27.46,12.01,15.39,35.86,"4.99","-66.8","133.38999999999999","1"
"661",2015,43,0,0.17,27.97,12.74,14.99,22.61,"4.66","73.349999999999994","-66.8","0"
"662",2015,44,0,0.04,28.73,12.21,13.11,22.35,"5.29","110.85","73.349999999999994","3"
"663",2015,45,0,3.69,27.08,11.07,13.74,29.92,"5.62","-55.98","110.85","0"
"664",2015,46,0,3.29,27.75,10.63,13.59,13.43,"3.74","123.63","-55.98","2"
"665",2015,47,0,0.44,28.66,9.71,12.01,16.62,"4.7699999999999996","-51.2","123.63","0"
"666",2015,48,0,2.02,27.1,9,12.74,13.63,"3.92","-45","-51.2","2"
"667",2015,49,0,3.58,27.67,9.52,12.21,11.74,"3.23","122.69","-45","0"
"668",2015,50,0,0,27.94,9.87,11.07,8.37,"4.33","95.08","122.69","0"
"669",2015,51,0,4.72,27.54,8.76,10.63,7.56,"5.61","94.55","95.08","1"
"670",2015,52,0,1.79,28.01,8.69,9.71,8.81,"5.49","-14.41","94.55","0"
"671",2015,53,0,0.92,28.14,8,9,8.81,"6.43","-40.18","-14.41","0"
"672",2016,1,0,8.24,28.41,7.81,9.52,3.5,"3.17","120.42","-40.18","1"
"673",2016,2,0,7.24,27.19,6.85,9.87,3.47,"7.01","117.78","120.42","0"
"674",2016,3,0,6.41,27.46,7.91,8.76,4.71,"8.91","96.44","117.78","2"
"675",2016,4,0,3.86,27.8,8.95,8.69,3.91,"6.38","100.37","96.44","0"
"676",2016,5,0,1.18,26.27,8.57,8,6.09,"6.42","61.04","100.37","2"
"677",2016,6,0,16.15,27.26,8.09,7.81,3.77,"4.2300000000000004","82.41","61.04","5"
"678",2016,7,0,16.01,27.85,8.26,6.85,5.79,"2.66","-45.18","82.41","1"
"679",2016,8,0,5.34,26.9,8.67,7.91,5.18,"2.74","111.74","-45.18","3"
"680",2016,9,0,4.04,26.62,8.2,8.95,4.78,"4.95","109.28","111.74","1"
"681",2016,10,0,1.61,26.74,8.92,8.57,5.46,"6.48","122.39","109.28","2"
"682",2016,11,0,4,28.06,9.12,8.09,6.99,"6.11","111.99","122.39","NA"
"683",2016,12,0,0.52,27.77,8.78,8.26,9.13,"5.56","122.15","111.99","7"
"684",2016,13,0,9.01,26.61,9.22,8.67,9.07,"3.95","120.32","122.15","8"
"685",2016,14,0,8.46,25.92,10.18,8.2,15.93,"5.73","99.27","120.32","3"
"686",2016,15,0,11.1,26.03,10.28,8.92,11.96,"2.88","121.25","99.27","3"
"687",2016,16,0,6.49,26.27,10.35,9.12,12.57,"7.91","128.85","121.25","2"
"688",2016,17,0,5.43,25.47,12.38,8.78,22.18,"7.58","113.9","128.85","4"
"689",2016,18,0,7.62,26.06,12.09,9.22,20.46,"4.47","119.17","113.9","4"
"690",2016,19,0,1.47,24.83,13.75,10.18,37.4,"4.24","-51.34","119.17","3"
"691",2016,20,0,14.18,25.85,13.76,10.28,33.56,"3.5","126.61","-51.34","5"
"692",2016,21,0,12.84,26.25,14.49,10.35,29.4,"4.6100000000000003","131","126.61","2"
"693",2016,22,0,2.84,26.15,14.66,12.38,33.07,"6.12","-100.89","131","2"
"694",2016,23,0,4.21,26.57,15.64,12.09,45.93,"3.36","-64.52","-100.89","0"
"695",2016,24,0,0.23,26.75,16.71,13.75,48.99,"5.07","-57.16","-64.52","1"
"696",2016,25,0,0.89,25.26,15.86,13.76,53.36,"5.03","-56.95","-57.16","1"
"697",2016,26,0,1.21,25.91,15.42,14.49,44.83,"3.95","-100.71","-56.95","1"
"698",2016,27,0,1.16,25.85,16.97,14.66,43.4,"4.25","98.13","-100.71","1"
"699",2016,28,0,0.29,26.81,16.6,15.64,48.21,"4.46","-175.76","98.13","2"
"700",2016,29,0,0.64,25.87,16.67,16.71,50.14,"4.08","-48.52","-175.76","3"
"701",2016,30,0,0.02,25.46,17.98,15.86,44.9,"4.46","116.57","-48.52","4"
"702",2016,31,0,0.78,23.88,19.68,15.42,43.48,"3.81","128.02000000000001","116.57","1"
"703",2016,32,0,2.61,24.11,18.09,16.97,56.61,"3.96","-175.91","128.02000000000001","1"
"704",2016,33,0,0.72,25.31,18.03,16.6,44.95,"4.3899999999999997","131.15","-175.91","2"
"705",2016,34,0,0.96,25.6,19.19,16.67,48.81,"5.71","-56.48","131.15","0"
"706",2016,35,0,3.85,24.52,17.77,17.98,52.24,"4.2","101.31","-56.48","2"
"707",2016,36,0,2.96,25.34,14.78,19.68,56.51,"3.39","-46.35","101.31","0"
"708",2016,37,0,0.3,24.8,14.44,18.09,43.4,"5.7","-58.24","-46.35","0"
"709",2016,38,0,2.78,24.45,15.79,18.03,41.12,"3.39","-58.77","-58.24","3"
"710",2016,39,0,0.95,24.1,13.86,19.19,50.1,"3.88","-54.71","-58.77","1"
"711",2016,40,0,0.45,25.73,14,17.77,45.69,"5.57","-53.4","-54.71","1"
"712",2016,41,0,0,26.42,12.35,14.78,27.86,"4.74","124.38","-53.4","0"
"713",2016,42,0,1.29,26.51,11.7,14.44,29.91,"4.67","136.97","124.38","0"
"714",2016,43,0,0.62,27.22,11.19,15.79,32.01,"3.86","-56.12","136.97","0"
"715",2016,44,0,0,27.66,11.24,13.86,25.72,"4.4400000000000004","73.44","-56.12","0"
"716",2016,45,0,0.09,27.17,10.91,14,22.66,"4.78","-45.22","73.44","0"
"717",2016,46,0.14,3.6,26.97,11.16,12.35,16.64,"4.6900000000000004","113.74","-45.22","1"
"718",2016,47,1,1.11,28.03,10.39,11.7,16.02,"5.57","103.41","113.74","0"
"719",2016,48,0.57,2,27.81,10.13,11.19,8.13,"5.68","118.75","103.41","0"
"720",2016,49,0.71,3.2,28.05,9.24,11.24,5.62,"6.79","114.68","118.75","1"
"721",2016,50,1,1.78,27.33,8.15,10.91,5.34,"5.86","121.75","114.68","0"
"722",2016,51,1,14.46,27.23,7.55,11.16,6.25,"7.65","122.93","121.75","2"
"723",2016,52,0.78,17.42,26.68,8.2,10.39,4.87,"6.43","109.76","122.93","0"
"724",2017,1,0.88,6.81,25.56,7.44,10.13,4.2,"5.25","125.06","109.76","1"
"725",2017,2,1,6.56,24.66,7.04,9.24,4.11,"7.44","87.95","125.06","0"
"726",2017,3,1,13.08,25.42,7.24,8.15,5.35,"6.54","57.75","87.95","1"
"727",2017,4,1,6.77,25.35,7.84,7.55,6.31,"5.58","-14.66","57.75","0"
"728",2017,5,1,6.68,24.95,7.81,8.2,5.01,"4.33","112.79","-14.66","5"
"729",2017,6,1,14.58,25.09,7.42,7.44,4.66,"7.28","99.71","112.79","1"
"730",2017,7,1,4.72,25.48,6.85,7.04,7.25,"5.32","55.62","99.71","1"
"731",2017,8,1,2.46,25.38,7.53,7.24,6.96,"5.26","-40.36","55.62","2"
"732",2017,9,1,1.04,26.55,7.62,7.84,5.66,"3.51","117.83","-40.36","2"
"733",2017,10,1,5.5,26.83,7.55,7.81,7.63,"6.92","116.29","117.83","5"
"734",2017,11,1,2.96,27.17,7.84,7.42,9.69,"4.4400000000000004","-22.34","116.29","6"
"735",2017,12,1,0.11,26.45,8.13,6.85,6.18,"5.2","98.95","-22.34","7"
"736",2017,13,0.14,1.27,26.53,7.9,7.53,11,"5.14","124.4","98.95","1"
"737",2017,14,0,9.14,27.48,8.48,7.62,17.66,"5.47","-33.79","124.4","12"
"738",2017,15,0,0.61,26.88,8.53,7.55,15.54,"4.41","117.11","-33.79","5"
"739",2017,16,0,1.23,26.05,8.83,7.84,14.79,"5.82","109.12","117.11","5"
"740",2017,17,0,3.57,26.39,9.78,8.13,17.51,"4.67","121.59","109.12","6"
"741",2017,18,0,7.65,27.3,10.65,7.9,21.09,"6.53","134.08000000000001","121.59","4"
"742",2017,19,0,2.43,27.46,10.92,8.48,21.73,"5.81","114.81","134.08000000000001","4"
"743",2017,20,0,1.63,27.02,12.26,8.53,23.08,"7.1","122.4","114.81","0"
"744",2017,21,0,3.52,26.51,11.43,8.83,30.94,"6.66","121.64","122.4","2"
"745",2017,22,0,6.48,27.31,14.71,9.78,29.06,"5.8","113.74","121.64","2"
"746",2017,23,0,3.97,26.41,13.79,10.65,36.08,"4.41","126.48","113.74","2"
"747",2017,24,0,6.5,25.8,14.94,10.92,39.53,"5.63","135","126.48","0"
"748",2017,25,0,7.01,26.06,15.26,12.26,36.93,"4.37","126.33","135","0"
"749",2017,26,0,4.6,25.13,14.97,11.43,44.23,"4.12","150.91","126.33","0"
"750",2017,27,0,3.9,25.15,16.9,14.71,55.85,"3.94","-55.35","150.91","1"
"751",2017,28,0,2.13,24.14,17.9,13.79,42.23,"4.22","134.19999999999999","-55.35","3"
"752",2017,29,0,2.06,25.57,18.02,14.94,51.68,"4.79","144.07","134.19999999999999","0"
"753",2017,30,0,2.9,21.59,17.69,15.26,42.9,"3.36","129","144.07","1"
"754",2017,31,0,2.44,24.75,17.45,14.97,51.26,"5.56","-58.8","129","2"
"755",2017,32,0,0,20.54,18.73,16.9,61.36,"4.8499999999999996","-49.96","-58.8","3"
"756",2017,33,0,0.89,17.45,19.3,17.9,60.74,"4.37","-71.03","-49.96","1"
"757",2017,34,0,1.95,20.49,16.53,18.02,50.02,"3.74","-36.67","-71.03","1"
"758",2017,35,0,2.92,21.85,17.8,17.69,44.9,"4.21","-49.97","-36.67","2"
"759",2017,36,0,0.42,22.57,18.08,17.45,55.92,"4.16","-34.380000000000003","-49.97","1"
"760",2017,37,0,0,22.57,18.66,18.73,52.04,"4.34","-35.54","-34.380000000000003","1"
"761",2017,38,0,0.01,22.16,15.24,19.3,48.16,"4.68","-53.82","-35.54","0"
"762",2017,39,0,0,23.75,13.91,16.53,46.51,"3.22","-30.15","-53.82","2"
"763",2017,40,0,0.54,24.41,13.82,17.8,43.96,"4.22","-51.7","-30.15","1"
"764",2017,41,0,0.09,24.52,13.63,18.08,41.33,"2.92","-36.630000000000003","-51.7","4"
"765",2017,42,0,0,25.92,12.37,18.66,29.38,"3.44","-43.78","-36.630000000000003","0"
"766",2017,43,0,0.37,25.22,10.99,15.24,34.1,"3.47","-49.16","-43.78","2"
"767",2017,44,0,0.09,26.53,10.63,13.91,26.9,"4.51","-76.680000000000007","-49.16","2"
"768",2017,45,0,0.04,27.11,10.52,13.82,24.39,"3.37","159.15","-76.680000000000007","1"
"769",2017,46,0,0.04,27.46,9.71,13.63,25.31,"2.21","-54.49","159.15","0"
"770",2017,47,0,1.12,27.82,9.65,12.37,19.73,"3.93","-42.47","-54.49","0"
"771",2017,48,0,0.04,27.94,9.42,10.99,9.28,"4.28","126.12","-42.47","0"
"772",2017,49,0,3.31,27.72,8.94,10.63,16.31,"7.31","-172.87","126.12","1"
"773",2017,50,0,2.02,28.09,7.87,10.52,12.97,"3.48","-50.48","-172.87","0"
"774",2017,51,0,0.91,28.41,8.05,9.71,9.08,"3.64","124.72","-50.48","3"
"775",2017,52,0,2.44,28.08,7.9,9.65,3.8,"4.29","127.09","124.72","0"
"776",2018,1,0,14.14,27.72,7.33,9.42,3.92,"7.96","118.96","127.09","1"
"777",2018,2,0,0.3,28.22,7.24,8.94,3.68,"7.28","120.62","118.96","1"
"778",2018,3,0,2.63,27.63,8.04,7.87,5.94,"7.24","-46.54","120.62","0"
"779",2018,4,0,2.11,26.58,8.44,8.05,6.63,"2.78","-59.67","-46.54","1"
"780",2018,5,0,17.29,26.64,8.41,7.9,4.98,"2.86","-22.15","-59.67","1"
"781",2018,6,0,14.53,25.14,8.03,7.33,3.1,"4.8","56.1","-22.15","2"
"782",2018,7,0,6.41,26.88,8.1,7.24,5.16,"4.18","-45.36","56.1","4"
"783",2018,8,0,0.05,26.98,7.57,8.04,3.2,"3.59","101.27","-45.36","3"
"784",2018,9,0,1.23,27.04,6.76,8.44,4.63,"4.9400000000000004","123.3","101.27","1"
"785",2018,10,0,5.51,27.83,7.37,8.41,7.38,"7.24","126.03","123.3","1"
"786",2018,11,0.14,4.13,27.2,7.33,8.03,4.57,"7.93","109.76","126.03","1"
"787",2018,12,1,2.13,26.25,8.06,8.1,11.32,"5.56","-0.94","109.76","8"
"788",2018,13,1,8.26,26.63,8.38,7.57,16.07,"4.41","63.43","-0.94","5"
"789",2018,14,1,13.97,26.24,8.75,6.76,16.22,"4.57","26.31","63.43","5"
"790",2018,15,1,11.22,27.15,8.64,7.37,18.95,"5.38","99.26","26.31","1"
"791",2018,16,0.43,13.73,27.32,8.88,7.33,20.95,"5.25","-22.62","99.26","3"
"792",2018,17,0,1.16,27.56,9.21,8.06,26.68,"2.7","-21.45","-22.62","1"
"793",2018,18,0,3.28,27.63,10.91,8.38,25.32,"3.42","126.56","-21.45","1"
"794",2018,19,0,0.46,27.6,11.54,8.75,25.93,"4.33","105.28","126.56","1"
"795",2018,20,0,3.11,27.74,13.47,8.64,24.01,"5.24","107.1","105.28","3"
"796",2018,21,0,2.55,28.26,14.43,8.88,27.9,"5.78","122.49","107.1","4"
"797",2018,22,0,1,28.24,15.7,9.21,33,"6.53","118.22","122.49","4"
"798",2018,23,0,2.2,28.31,15.99,10.91,43.81,"4.12","-67.900000000000006","118.22","7"
"799",2018,24,0,1.77,27.88,13.96,11.54,42.8,"4.01","-97.85","-67.900000000000006","5"
"800",2018,25,0,8.03,26.9,14.54,13.47,51.51,"3.53","-73.64","-97.85","6"
"801",2018,26,0,5.02,28.06,15.69,14.43,55.76,"4.32","164.05","-73.64","2"
"802",2018,27,0,2.74,28.29,16.13,15.7,50.86,"3.45","-102.53","164.05","3"
"803",2018,28,0,1.39,27.27,16.04,15.99,51.76,"3.31","-75.069999999999993","-102.53","0"
"804",2018,29,0,0.25,27.25,17.34,13.96,36.17,"5.35","127.24","-75.069999999999993","0"
"805",2018,30,0,0.92,24.76,17.43,14.54,48.19,"5.03","-53.2","127.24","1"
"806",2018,31,0,0.09,22.78,19.44,15.69,57.63,"4.3499999999999996","-131.41999999999999","-53.2","2"
"807",2018,32,0,0,26.4,17.7,16.13,38.62,"4.1399999999999997","-76.84","-131.41999999999999","1"
"808",2018,33,0,0.7,23.31,18.84,16.04,52.9,"4.17","-56.76","-76.84","2"
"809",2018,34,0,2.17,25.22,18.89,17.34,55.79,"4.92","-56.87","-56.76","3"
"810",2018,35,0,2.13,23.94,18.62,17.43,59.6,"5","-56.79","-56.87","2"
"811",2018,36,0,0.02,25.25,17.15,19.44,58.8,"4.9400000000000004","-64.599999999999994","-56.79","0"
"812",2018,37,0,3.7,25.07,16.9,17.7,54.06,"3.71","143.78","-64.599999999999994","2"
"813",2018,38,0,0.22,26.81,12.42,18.84,51.67,"3.3","-163.61000000000001","143.78","0"
"814",2018,39,0,1.13,26.84,12.96,18.89,48.18,"3.2","-55.1","-163.61000000000001","0"
"815",2018,40,0,0.01,27.93,13.31,18.62,40.16,"4.45","-53.44","-55.1","0"
"816",2018,41,0,0,25.66,12.34,17.15,42.83,"3.76","-72.05","-53.44","0"
"817",2018,42,0,0.01,26.28,12.16,16.9,33.44,"2.84","-65.64","-72.05","0"
"818",2018,43,0,0.66,27.01,12.16,12.42,23.71,"4.54","118.69","-65.64","0"
"819",2018,44,0,0.06,27.55,11.37,12.96,20.78,"4.8600000000000003","92.08","118.69","1"
"820",2018,45,0,0.24,27.34,10.26,13.31,29.65,"4.7","-66.17","92.08","0"
"821",2018,46,0,0.19,29.02,10.59,12.34,20.85,"3.81","18.29","-66.17","0"
"822",2018,47,0,1.45,27.99,9.97,12.16,21.1,"5.37","-50.25","18.29","0"
"823",2018,48,0,10.8,27.74,9.46,12.16,23.43,"3.29","-58.83","-50.25","0"
"824",2018,49,0,8.11,28.4,9.45,11.37,13.67,"1.94","115.44","-58.83","0"
"825",2018,50,0,0.62,28.32,8.25,10.26,7.07,"4.6900000000000004","114.63","115.44","0"
"826",2018,51,0,3.64,28.2,9.08,10.59,11.93,"5.72","-29.98","114.63","0"
"827",2018,52,0,2,28.84,8.63,9.97,9.32,"3.68","82.38","-29.98","0"
"828",2019,1,0,0,29.35,8.09,9.46,5.39,"4.42","116.57","82.38","0"
"829",2019,2,0,5.19,28.41,8.32,9.45,5.01,"4.93","106.45","116.57","1"
"830",2019,3,0,9.04,28.31,8.1,8.25,8.52,"5.51","3.9","106.45","0"
"831",2019,4,0,1.02,27.78,7.49,9.08,1.57,"3.31","111.79","3.9","1"
"832",2019,5,0,3.98,27.76,7.88,8.63,3.15,"8.99","116.14","111.79","0"
"833",2019,6,0,3.86,27.51,7.64,8.09,3.62,"8.61","98.32","116.14","0"
"834",2019,7,0,11.85,28.63,6.93,8.32,2.93,"6.75","111.38","98.32","0"
"835",2019,8,0,1.22,25.32,6.71,8.1,4.61,"7.33","116.79","111.38","1"
"836",2019,9,0,13.61,27.01,6.44,7.49,6.96,"5.53","120.41","116.79","2"
"837",2019,10,0,14.79,28.06,6.78,7.88,7.29,"4.12","64.42","120.41","2"
"838",2019,11,0,9.67,27.45,6.92,7.64,8.39,"4.3899999999999997","-34.020000000000003","64.42","3"
"839",2019,12,0,15.06,26.19,7.57,6.93,12.82,"3.6","-31.69","-34.020000000000003","7"
"840",2019,13,0,5,27.56,8.72,6.71,8.84,"5.0199999999999996","59.59","-31.69","6"
"841",2019,14,0,4.2,27.65,9.23,6.44,17.3,"4.42","-10.01","59.59","3"
"842",2019,15,0,3.91,28.31,10.11,6.78,22.88,"5.14","-46.75","-10.01","6"
"843",2019,16,0,1.85,28.41,9.39,6.92,25.57,"3.99","-12.03","-46.75","11"
"844",2019,17,0,0.08,28.27,9.55,7.57,20.81,"3.85","100.06","-12.03","0"
"845",2019,18,0,1.02,28.56,10.03,8.72,35.02,"5.21","-103.67","100.06","5"
"846",2019,19,0,2.12,28.8,11.38,9.23,35.44,"3.09","-50.31","-103.67","3"
"847",2019,20,0,0.07,29.12,13.04,10.11,27.4,"3.28","125.57","-50.31","9"
"848",2019,21,0,0.09,29.14,13.3,9.39,32.46,"4.96","114.95","125.57","5"
"849",2019,22,0,0.93,28.91,13.16,9.55,29.3,"5.34","104.74","114.95","6"
"850",2019,23,0,0.11,28.87,14.79,10.03,40.56,"5.42","-51.11","104.74","9"
"851",2019,24,0,0.5,28.5,15.23,11.38,51.58,"6.33","-61.59","-51.11","13"
"852",2019,25,0,4.25,28.95,17.34,13.04,55.24,"4.17","-55.54","-61.59","4"
"853",2019,26,0,3.51,28.12,17.27,13.3,43.65,"5.5","130.29","-55.54","1"
"854",2019,27,0,3.51,28.84,15.94,13.16,50.46,"4.13","-48.81","130.29","2"
"855",2019,28,0,0.71,28.65,15.82,14.79,61.21,"5.47","127.72","-48.81","3"
"856",2019,29,0,0,29.14,16.13,15.23,52.99,"3.43","162.76","127.72","3"
"857",2019,30,0,0,28.21,17.54,17.34,56.18,"4.88","-60.45","162.76","5"
"858",2019,31,0,1.93,28.38,18.17,17.27,58.52,"4.25","-53.37","-60.45","2"
"859",2019,32,0,1.24,26.81,18.59,15.94,47.57,"5.52","117.47","-53.37","0"
"860",2019,33,0,0,22.01,19.18,15.82,46.84,"3.74","130.37","117.47","0"
"861",2019,34,0,0.58,25.86,17.7,16.13,45.66,"4.43","117.97","130.37","1"
"862",2019,35,0,0.1,27.6,16.75,17.54,52.16,"3.73","-103.2","117.97","0"
"863",2019,36,0,0.24,26.67,17.52,18.17,51.67,"4.67","170.13","-103.2","0"
"864",2019,37,0,2.71,27.67,16.41,18.59,50.47,"3.79","-83.29","170.13","0"
"865",2019,38,0,0.8,25.01,15.08,19.18,47.89,"5.23","152.71","-83.29","0"
"866",2019,39,0,2.81,26.11,12.99,17.7,45.06,"4.58","-108.43","152.71","1"
"867",2019,40,0,1.51,25.94,13.91,16.75,41.61,"3.42","126.31","-108.43","0"
"868",2019,41,0,0.34,25.64,13.08,17.52,40.32,"4.8099999999999996","-83.17","126.31","1"
"869",2019,42,0,2.85,24.79,11.89,16.41,38.8,"4.9400000000000004","-93.96","-83.17","0"
"870",2019,43,0,0.63,26.66,11.58,15.08,21.99,"3.58","115.59","-93.96","0"
"871",2019,44,0,0.24,26.45,11.16,12.99,24.86,"5.22","114.03","115.59","1"
"872",2019,45,0,0.95,26.99,10.45,13.91,21.02,"4.63","-37.99","114.03","0"
"873",2019,46,0,0.02,28.22,10.16,13.08,22.54,"6.33","95.81","-37.99","0"
"874",2019,47,0,0.82,27.94,10.24,11.89,19.33,"4.01","-32.15","95.81","0"
"875",2019,48,0,5.26,27.03,9.8,11.58,10.5,"4.32","120.76","-32.15","0"
"876",2019,49,0,6.18,27.89,9.03,11.16,12.92,"6.28","10.18","120.76","2"
"877",2019,50,0,3.18,27.6,8.51,10.45,17.94,"6.08","-40.549999999999997","10.18","0"
"878",2019,51,0,1.61,27.99,8.87,10.16,8.56,"3.1","-28.07","-40.549999999999997","1"
"879",2019,52,0,1.99,27.83,8.94,10.24,6.78,"2.6","113.96","-28.07","0"
